GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Fennimore Community School District, WI|5504590|1260|234|-888888888|-888888888|1000|151|79.4|9.5|0|13|-888888888|1.6|260|148|20.6|9.5|0|13|-888888888|1.6|0|13|-888888888|1.6
Flambeau School District, WI|5514970|680|88|-888888888|-888888888|570|82|83.8|7.2|0|9|-888888888|2.9|105|52|15.4|7|4|4|0.6|0.7|0|9|-888888888|2.9
Florence School District, WI|5504650|550|32|-888888888|-888888888|550|32|100|3.6|4|3|0.7|1.4|0|9|-888888888|3.6|0|9|-888888888|3.6|0|9|-888888888|3.6
Fond du Lac School District, WI|5504680|8935|418|-888888888|-888888888|8070|530|90.3|3.8|540|277|6|3.1|45|51|0.5|0.6|280|149|3.1|1.7|0|22|-888888888|0.2
Fontana Joint No. 8 School District, WI|5504720|275|83|-888888888|-888888888|275|83|100|7|0|9|-888888888|7|0|9|-888888888|7|0|9|-888888888|7|0|9|-888888888|7
Fort Atkinson School District, WI|5504740|3145|311|-888888888|-888888888|2860|317|90.9|5|240|155|7.6|4.9|0|15|-888888888|0.6|4|11|0.1|0.5|40|46|1.3|1.5
Fox Point Joint No. 2 School District, WI|5504800|2115|249|-888888888|-888888888|1880|252|88.9|7.1|35|28|1.7|1.3|45|37|2.1|1.8|155|156|7.3|7.2|0|15|-888888888|0.9
Franklin Public School District, WI|5504830|4830|500|-888888888|-888888888|4170|494|86.3|4.7|245|153|5.1|3.2|175|90|3.6|1.9|50|45|1|0.9|190|178|3.9|3.6
Frederic School District, WI|5504860|485|79|-888888888|-888888888|450|75|92.8|5.8|4|4|0.8|1.2|35|27|7.2|5.3|0|9|-888888888|4|0|9|-888888888|4
Freedom Area School District, WI|5504920|1815|272|-888888888|-888888888|1740|269|95.9|3.2|40|42|2.2|2.3|0|13|-888888888|1.1|30|41|1.7|2.3|0|13|-888888888|1.1
Galesville-Ettrick-Trempealeau School District, WI|5504960|1680|144|-888888888|-888888888|1660|144|98.8|1|20|16|1.2|1|0|13|-888888888|1.2|0|13|-888888888|1.2|0|13|-888888888|1.2
Genoa City Joint No. 2 School District, WI|5505130|960|197|-888888888|-888888888|760|187|79.2|13.6|165|140|17.2|13.4|35|36|3.6|3.8|0|9|-888888888|2.1|0|9|-888888888|2.1
Germantown School District, WI|5505160|5030|441|-888888888|-888888888|4805|477|95.5|2.6|75|67|1.5|1.4|75|55|1.5|1.1|70|66|1.4|1.4|0|17|-888888888|0.4
Gibraltar Area School District, WI|5505220|610|105|-888888888|-888888888|575|104|94.3|3.8|20|20|3.3|3.3|15|11|2.5|2|0|13|-888888888|3.2|0|13|-888888888|3.2
Gillett School District, WI|5505250|595|107|-888888888|-888888888|580|106|97.5|2.8|15|16|2.5|2.8|0|9|-888888888|3.3|0|9|-888888888|3.3|0|9|-888888888|3.3
Gilman School District, WI|5505280|605|89|-888888888|-888888888|570|87|94.2|3.1|4|3|0.7|1.4|35|15|5.8|2.7|0|9|-888888888|3.2|0|9|-888888888|3.2
Gilmanton School District, WI|5505370|195|48|-888888888|-888888888|185|47|94.9|3.4|4|3|2.1|4.7|10|7|5.1|4.2|0|9|-888888888|9.7|0|9|-888888888|9.7
Glendale-River Hills School District, WI|5505460|2040|374|-888888888|-888888888|1760|315|86.3|7|120|133|5.9|5.9|60|66|2.9|3.3|90|74|4.4|3.7|10|18|0.5|1
Glenwood City School District, WI|5505520|670|97|-888888888|-888888888|655|95|97.8|2|4|9|0.6|2.1|4|8|0.6|1.8|4|4|0.6|0.9|0|9|-888888888|2.9
Goodman-Armstrong School District, WI|5505580|140|48|-888888888|-888888888|140|48|100|13.3|0|9|-888888888|13.3|0|9|-888888888|13.3|0|9|-888888888|13.3|0|9|-888888888|13.3
Grafton School District, WI|5505610|2800|335|-888888888|-888888888|2715|335|97|2.1|15|25|0.5|0.9|55|50|2|1.8|15|23|0.5|0.8|0|15|-888888888|0.7
Granton Area School District, WI|5505640|550|144|-888888888|-888888888|365|112|66.4|13.7|4|3|0.7|1.1|185|97|33.6|13.6|0|9|-888888888|3.6|0|9|-888888888|3.6
Grantsburg School District, WI|5505670|770|92|-888888888|-888888888|740|91|96.1|2.6|30|19|3.9|2.6|0|13|-888888888|2.6|0|13|-888888888|2.6|0|13|-888888888|2.6
Green Bay Area School District, WI|5505820|24830|725|-888888888|-888888888|19630|858|79.1|2.4|4110|500|16.6|2|115|80|0.5|0.3|565|242|2.3|1|415|251|1.7|1
Green Lake School District, WI|5505880|420|118|-888888888|-888888888|395|115|94|3.9|10|11|2.4|2.9|15|13|3.6|2.9|0|9|-888888888|4.6|0|9|-888888888|4.6
Greendale School District, WI|5505910|2975|410|-888888888|-888888888|2660|434|89.4|5.5|150|106|5|3.6|155|112|5.2|3.9|0|15|-888888888|0.7|10|20|0.3|0.7
Greenfield School District, WI|5505940|3555|454|-888888888|-888888888|2820|416|79.3|6.7|445|189|12.5|5.2|210|166|5.9|4.6|65|76|1.8|2.1|15|23|0.4|0.6
Greenwood School District, WI|5505970|550|121|-888888888|-888888888|400|76|72.7|9.1|4|6|0.7|1.2|145|71|26.4|9.2|0|9|-888888888|3.6|0|9|-888888888|3.6
Gresham School District, WI|5500056|335|94|-888888888|-888888888|320|94|95.5|4.1|4|8|1.2|3.6|0|9|-888888888|5.8|0|9|-888888888|5.8|10|11|3|3.6
Hamilton School District, WI|5506030|6370|705|-888888888|-888888888|5950|686|93.4|3|45|43|0.7|0.7|150|86|2.4|1.4|230|190|3.6|2.9|0|17|-888888888|0.3
Hartford Joint No. 1 School District, WI|5506090|3745|387|-888888888|-888888888|3635|380|97.1|1.8|100|65|2.7|1.7|15|14|0.4|0.4|0|15|-888888888|0.5|0|15|-888888888|0.5
Hartford Union High School District, WI|5506120|6025|527|-888888888|-888888888|5820|517|96.6|1.6|140|74|2.3|1.2|65|63|1.1|1.1|0|20|-888888888|0.3|0|20|-888888888|0.3
Hartland-Lakeside Joint No. 3 School District, WI|5506140|2110|347|-888888888|-888888888|1770|281|83.9|9.2|105|117|5|5.4|160|180|7.6|8|75|77|3.6|3.8|0|15|-888888888|0.9
Hayward Community School District, WI|5506270|2230|84|-888888888|-888888888|2025|125|90.8|4.6|0|15|-888888888|0.9|25|36|1.1|1.6|0|15|-888888888|0.9|180|86|8.1|3.8
Highland School District, WI|5506420|315|57|-888888888|-888888888|310|58|98.4|1.5|4|4|1.3|1.7|0|9|-888888888|6.1|0|9|-888888888|6.1|4|3|1.3|2.4
Hilbert School District, WI|5506450|505|90|-888888888|-888888888|450|77|89.1|8.7|45|47|8.9|8.6|4|2|0.8|2|0|9|-888888888|3.9|10|12|2|2.5
Hillsboro School District, WI|5506480|990|200|-888888888|-888888888|610|105|61.6|11.1|4|8|0.4|0.9|370|162|37.4|10.8|0|9|-888888888|2|0|9|-888888888|2
Holmen School District, WI|5506540|4720|435|-888888888|-888888888|4555|468|96.5|3|45|56|1|1.2|70|83|1.5|1.8|50|78|1.1|1.7|0|17|-888888888|0.4
Horicon School District, WI|5506570|935|179|-888888888|-888888888|905|173|96.8|2.6|20|22|2.1|2.3|10|14|1.1|1.5|0|13|-888888888|2.1|0|13|-888888888|2.1
Hortonville School District, WI|5506600|4540|299|-888888888|-888888888|4465|286|98.3|1.8|70|82|1.5|1.8|4|10|0.1|0.4|0|17|-888888888|0.4|0|17|-888888888|0.4
Howard-Suamico School District, WI|5506630|6480|532|-888888888|-888888888|6245|529|96.4|1.7|190|106|2.9|1.6|45|43|0.7|0.7|0|20|-888888888|0.3|0|20|-888888888|0.3
Howards Grove School District, WI|5506660|1030|175|-888888888|-888888888|1010|171|98.1|1.6|4|9|0.4|1.4|10|13|1|1.3|0|13|-888888888|1.9|0|13|-888888888|1.9
Hudson School District, WI|5506690|6145|362|-888888888|-888888888|5840|426|95|3|220|167|3.6|2.7|30|43|0.5|0.7|55|51|0.9|0.8|0|20|-888888888|0.3
Hurley School District, WI|5506750|585|45|-888888888|-888888888|575|46|98.3|2.6|0|9|-888888888|3.4|4|9|0.7|2|0|9|-888888888|3.4|0|9|-888888888|3.4
Hustisford School District, WI|5506780|485|93|-888888888|-888888888|470|94|96.9|2.8|10|10|2.1|2.7|0|9|-888888888|4|0|9|-888888888|4|0|9|-888888888|4
Independence School District, WI|5506810|430|76|-888888888|-888888888|385|76|89.5|7.1|45|31|10.5|7.1|0|9|-888888888|4.5|0|9|-888888888|4.5|0|9|-888888888|4.5
Iola-Scandinavia School District, WI|5506840|760|108|-888888888|-888888888|750|108|98.7|1.3|10|9|1.3|1.3|0|9|-888888888|2.6|0|9|-888888888|2.6|0|9|-888888888|2.6
Iowa-Grant School District, WI|5506870|710|118|-888888888|-888888888|635|100|89.4|6|25|19|3.5|2.6|50|40|7|5.3|0|9|-888888888|2.8|0|9|-888888888|2.8
Ithaca School District, WI|5506960|305|86|-888888888|-888888888|280|81|91.8|8.4|20|26|6.6|8.4|4|2|1.3|3.1|0|9|-888888888|6.3|0|9|-888888888|6.3
Janesville School District, WI|5507020|10980|603|-888888888|-888888888|9970|618|90.8|3.2|820|348|7.5|3.1|90|70|0.8|0.6|70|67|0.6|0.6|25|40|0.2|0.4
Jefferson School District, WI|5507050|1810|203|-888888888|-888888888|1740|217|96.1|3.6|70|58|3.9|3.2|4|6|0.2|0.5|0|15|-888888888|1.1|0|15|-888888888|1.1
Johnson Creek School District, WI|5507170|810|155|-888888888|-888888888|780|157|96.3|4|15|17|1.9|2.1|4|10|0.5|1.7|10|24|1.2|2.8|0|9|-888888888|2.4
Juda School District, WI|5507230|230|59|-888888888|-888888888|230|59|100|8.3|0|9|-888888888|8.3|0|9|-888888888|8.3|0|9|-888888888|8.3|0|9|-888888888|8.3
Kaukauna Area School District, WI|5507290|5140|448|-888888888|-888888888|5055|424|98.3|2|80|111|1.6|2.1|4|8|0.1|0.2|0|20|-888888888|0.4|0|20|-888888888|0.4
Kenosha School District, WI|5507320|22540|502|-888888888|-888888888|19400|724|86.1|2.2|2735|468|12.1|2.1|110|69|0.5|0.3|250|95|1.1|0.4|45|56|0.2|0.2
Kettle Moraine School District, WI|5503510|3600|366|-888888888|-888888888|3510|362|97.5|1.3|75|43|2.1|1.2|15|18|0.4|0.5|0|17|-888888888|0.6|0|17|-888888888|0.6
Kewaskum School District, WI|5507380|2035|267|-888888888|-888888888|1980|262|97.3|2.1|30|35|1.5|1.7|25|23|1.2|1.2|0|15|-888888888|1|0|15|-888888888|1
Kewaunee School District, WI|5507410|1040|147|-888888888|-888888888|980|133|94.2|5.3|60|59|5.8|5.3|0|13|-888888888|1.9|0|13|-888888888|1.9|0|13|-888888888|1.9
Kickapoo Area School District, WI|5512540|770|153|-888888888|-888888888|510|95|66.2|10|0|9|-888888888|2.6|260|111|33.8|10.2|4|3|0.5|1.1|0|9|-888888888|2.6
Kiel Area School District, WI|5507440|1320|150|-888888888|-888888888|1310|150|99.2|0.8|10|11|0.8|0.8|0|13|-888888888|1.5|0|13|-888888888|1.5|0|13|-888888888|1.5
Kimberly Area School District, WI|5507470|5360|417|-888888888|-888888888|4920|426|91.8|3.6|260|142|4.9|2.6|80|85|1.5|1.6|100|95|1.9|1.8|0|17|-888888888|0.4
Kohler School District, WI|5507500|530|134|-888888888|-888888888|500|130|94.3|5.4|20|25|3.8|4.7|10|14|1.9|2.6|0|9|-888888888|3.7|0|9|-888888888|3.7
La Crosse School District, WI|5507530|7015|464|-888888888|-888888888|6445|493|91.9|2.6|220|126|3.1|1.8|75|45|1.1|0.6|245|115|3.5|1.7|30|50|0.4|0.7
La Farge School District, WI|5507560|340|72|-888888888|-888888888|285|69|83.8|10.4|4|3|1.2|2.3|55|37|16.2|10.5|0|9|-888888888|5.7|0|9|-888888888|5.7
Lac du Flambeau No. 1 School District, WI|5504620|595|93|-888888888|-888888888|585|93|98.3|2.5|0|9|-888888888|3.3|0|9|-888888888|3.3|0|9|-888888888|3.3|10|15|1.7|2.5
Ladysmith School District, WI|5507590|865|132|-888888888|-888888888|850|127|98.3|2.2|0|13|-888888888|2.3|0|13|-888888888|2.3|15|19|1.7|2.2|0|13|-888888888|2.3
Lake Country School District, WI|5500013|540|155|-888888888|-888888888|520|152|96.3|3.7|4|8|0.7|1.4|4|6|0.7|1.1|15|16|2.8|2.9|0|9|-888888888|3.6
Lake Geneva Joint No. 1 School District, WI|5507620|3425|394|-888888888|-888888888|2755|398|80.4|5.9|635|204|18.5|5.8|35|43|1|1.3|0|15|-888888888|0.6|0|15|-888888888|0.6
Lake Geneva-Genoa City Union High School District, WI|5507650|4820|404|-888888888|-888888888|3865|428|80.2|4.5|870|206|18|4.3|85|61|1.8|1.3|0|17|-888888888|0.4|0|17|-888888888|0.4
Lake Holcombe School District, WI|5507680|320|86|-888888888|-888888888|310|87|96.9|4.7|0|9|-888888888|6.1|10|16|3.1|4.7|0|9|-888888888|6.1|0|9|-888888888|6.1
Lake Mills Area School District, WI|5507710|1975|270|-888888888|-888888888|1860|251|94.2|4.2|55|55|2.8|2.8|60|57|3|2.7|0|15|-888888888|1|0|15|-888888888|1
Lakeland Union High School District, WI|5509630|2840|214|-888888888|-888888888|2740|225|96.5|2.9|65|75|2.3|2.6|10|10|0.4|0.5|0|15|-888888888|0.7|25|33|0.9|1.2
Lancaster Community School District, WI|5507770|970|168|-888888888|-888888888|875|157|90.2|6.5|20|28|2.1|2.8|75|61|7.7|5.9|0|13|-888888888|2|0|13|-888888888|2
Laona School District, WI|5507830|285|69|-888888888|-888888888|285|69|100|6.8|0|9|-888888888|6.8|0|9|-888888888|6.8|0|9|-888888888|6.8|0|9|-888888888|6.8
Lena School District, WI|5507860|460|117|-888888888|-888888888|450|116|97.8|2.4|10|12|2.2|2.4|0|9|-888888888|4.3|0|9|-888888888|4.3|0|9|-888888888|4.3
Linn Joint No. 4 School District, WI|5508040|155|55|-888888888|-888888888|115|42|74.2|24.1|40|44|25.8|24.1|0|9|-888888888|12.1|0|9|-888888888|12.1|0|9|-888888888|12.1
Little Chute Area School District, WI|5508160|1380|312|-888888888|-888888888|1365|312|98.9|1.7|10|19|0.7|1.5|4|9|0.3|0.8|0|13|-888888888|1.4|0|13|-888888888|1.4
Lodi School District, WI|5508190|1565|247|-888888888|-888888888|1495|245|95.5|2.9|15|16|1|1|4|3|0.3|0.5|50|46|3.2|2.9|0|15|-888888888|1.3
Lomira School District, WI|5508220|1070|140|-888888888|-888888888|1025|133|95.8|3.4|45|32|4.2|2.8|4|7|0.4|1|0|13|-888888888|1.8|0|13|-888888888|1.8
Loyal School District, WI|5508250|1100|224|-888888888|-888888888|785|157|71.4|8.6|30|40|2.7|3.6|290|130|26.4|8.9|0|9|-888888888|1.8|0|9|-888888888|1.8
Luck School District, WI|5508280|480|86|-888888888|-888888888|475|87|99|2.4|0|9|-888888888|4.1|4|3|0.8|1.8|0|9|-888888888|4.1|0|9|-888888888|4.1
Luxemburg-Casco School District, WI|5508340|2065|172|-888888888|-888888888|2010|169|97.3|1.5|50|28|2.4|1.4|4|9|0.2|0.5|0|15|-888888888|1|0|15|-888888888|1
Madison Metropolitan School District, WI|5508520|30820|1097|-888888888|-888888888|25375|1073|82.3|2.1|3395|551|11|1.8|780|214|2.5|0.7|855|316|2.8|1|415|200|1.3|0.6
Manawa School District, WI|5508550|740|101|-888888888|-888888888|695|98|93.9|3.7|20|19|2.7|2.5|15|14|2|2|4|7|0.5|0.9|0|9|-888888888|2.7
Manitowoc School District, WI|5508610|6600|343|-888888888|-888888888|6020|352|91.2|2.8|380|176|5.8|2.6|0|20|-888888888|0.3|160|73|2.4|1.1|40|60|0.6|0.9
Maple Dale-Indian Hill School District, WI|5504770|335|64|-888888888|-888888888|305|67|91|6.2|10|11|3|3.3|20|17|6|5.2|0|9|-888888888|5.8|0|9|-888888888|5.8
Maple School District, WI|5508640|1275|145|-888888888|-888888888|1250|143|98|1.7|4|5|0.3|0.3|15|13|1.2|1|0|13|-888888888|1.6|0|13|-888888888|1.6
Marathon City School District, WI|5508670|910|146|-888888888|-888888888|895|147|98.4|1.2|4|4|0.4|0.6|4|2|0.4|0.8|10|8|1.1|1|0|9|-888888888|2.2
Marinette School District, WI|5508700|2145|260|-888888888|-888888888|2100|264|97.9|2.9|4|12|0.2|0.6|35|61|1.6|2.9|0|15|-888888888|0.9|0|15|-888888888|0.9
Marion School District, WI|5508730|635|111|-888888888|-888888888|530|100|83.5|8.5|0|9|-888888888|3.1|100|60|15.7|9|10|11|1.6|2|0|9|-888888888|3.1
Markesan School District, WI|5508760|1340|157|-888888888|-888888888|1000|135|74.6|6.6|30|31|2.2|2.3|310|94|23.1|6.1|0|13|-888888888|1.5|0|13|-888888888|1.5
Marshall School District, WI|5508790|710|202|-888888888|-888888888|600|208|84.5|12.9|110|89|15.5|12.9|0|13|-888888888|2.8|0|13|-888888888|2.8|0|13|-888888888|2.8
Marshfield School District, WI|5508820|4730|370|-888888888|-888888888|4645|364|98.2|0.9|15|18|0.3|0.4|15|14|0.3|0.3|25|26|0.5|0.6|30|27|0.6|0.6
Mauston School District, WI|5508850|1660|187|-888888888|-888888888|1595|175|96.1|1.8|25|22|1.5|1.3|35|32|2.1|1.9|0|15|-888888888|1.2|4|3|0.2|0.5
Mayville School District, WI|5508880|1260|216|-888888888|-888888888|1260|217|100|1.6|4|3|0.3|0.6|0|13|-888888888|1.6|0|13|-888888888|1.6|0|13|-888888888|1.6
McFarland School District, WI|5508910|2745|345|-888888888|-888888888|2630|345|95.8|3.7|15|22|0.5|0.8|70|89|2.6|3.2|25|28|0.9|1.1|4|22|0.1|0.8
Medford Area School District, WI|5508940|2555|148|-888888888|-888888888|2340|145|91.6|2.6|105|40|4.1|1.5|110|51|4.3|2|0|15|-888888888|0.8|0|15|-888888888|0.8
Mellen School District, WI|5508970|350|70|-888888888|-888888888|345|69|98.6|1.9|0|9|-888888888|5.6|0|9|-888888888|5.6|0|9|-888888888|5.6|4|6|1.1|1.8
Melrose-Mindoro School District, WI|5509000|915|181|-888888888|-888888888|830|180|90.7|7.8|10|12|1.1|1.3|35|32|3.8|3.5|35|67|3.8|7.3|0|9|-888888888|2.2
Menasha School District, WI|5509030|4065|430|-888888888|-888888888|3325|450|81.8|7|515|284|12.7|6.9|40|41|1|1|185|128|4.6|3|0|17|-888888888|0.5
Menominee Indian School District, WI|5509070|1085|75|-888888888|-888888888|1085|75|100|1.8|0|9|-888888888|1.8|0|9|-888888888|1.8|0|9|-888888888|1.8|0|9|-888888888|1.8
Menomonee Falls School District, WI|5509060|4855|484|-888888888|-888888888|4650|488|95.8|2.6|120|101|2.5|2.1|45|48|0.9|1|40|40|0.8|0.8|0|20|-888888888|0.4
Menomonie Area School District, WI|5509090|3525|217|-888888888|-888888888|3175|227|90.1|2.2|4|6|0.1|0.2|35|57|1|1.6|305|66|8.7|1.9|10|18|0.3|0.5
Mequon-Thiensville School District, WI|5509130|4655|354|-888888888|-888888888|4090|452|87.9|5.8|110|83|2.4|1.8|240|190|5.2|4.1|60|67|1.3|1.5|160|173|3.4|3.8
Merrill Area School District, WI|5509210|2710|120|-888888888|-888888888|2670|122|98.5|1.3|25|25|0.9|1|10|12|0.4|0.5|4|10|0.1|0.4|0|15|-888888888|0.7
Merton Community School District, WI|5509360|1375|307|-888888888|-888888888|1285|295|93.5|5.2|45|69|3.3|4.8|30|34|2.2|2.6|15|16|1.1|1.3|0|13|-888888888|1.4
Middleton-Cross Plains School District, WI|5509510|8325|614|-888888888|-888888888|7250|596|87.1|3.6|465|235|5.6|2.8|300|163|3.6|2|290|144|3.5|1.7|20|32|0.2|0.4
Milton School District, WI|5509570|4030|456|-888888888|-888888888|3765|387|93.4|3.9|165|152|4.1|3.5|15|22|0.4|0.6|4|3|0.1|0.2|85|91|2.1|2.3
Milwaukee School District, WI|5509600|111010|1477|-888888888|-888888888|81910|1617|73.8|1.1|22575|942|20.3|0.8|1445|303|1.3|0.3|3380|606|3|0.5|1705|700|1.5|0.6
Mineral Point School District, WI|5509660|715|101|-888888888|-888888888|700|100|97.9|1.6|4|6|0.6|0.8|4|7|0.6|1.4|4|5|0.6|0.7|0|9|-888888888|2.8
Minocqua Joint No. 1 School District, WI|5509690|930|141|-888888888|-888888888|910|144|97.8|2.7|0|13|-888888888|2.1|4|7|0.4|1.3|0|13|-888888888|2.1|15|23|1.6|2.5
Mishicot School District, WI|5509750|990|139|-888888888|-888888888|945|141|95.5|4.3|10|9|1|1|30|39|3|4|4|6|0.4|0.6|0|13|-888888888|2
Mondovi School District, WI|5509780|940|109|-888888888|-888888888|905|110|96.3|2.3|25|17|2.7|1.9|15|14|1.6|1.6|0|13|-888888888|2.1|0|13|-888888888|2.1
Monona Grove School District, WI|5509810|3325|358|-888888888|-888888888|3065|352|92.2|4.1|135|119|4.1|3.7|0|15|-888888888|0.6|120|102|3.6|2.9|0|15|-888888888|0.6
Monroe School District, WI|5509840|2480|156|-888888888|-888888888|2330|162|94|2.5|120|66|4.8|2.6|30|33|1.2|1.3|0|15|-888888888|0.8|0|15|-888888888|0.8
Montello School District, WI|5509870|945|115|-888888888|-888888888|885|121|93.7|4.8|10|11|1.1|1.2|50|42|5.3|4.6|0|13|-888888888|2.1|0|13|-888888888|2.1
Monticello School District, WI|5509900|325|69|-888888888|-888888888|320|69|98.5|2.6|4|5|1.2|1.5|4|5|1.2|1.6|0|9|-888888888|6|0|9|-888888888|6
Mosinee School District, WI|5509960|1970|228|-888888888|-888888888|1900|238|96.4|2.4|45|41|2.3|2.2|20|19|1|1|0|15|-888888888|1|0|15|-888888888|1
Mount Horeb Area School District, WI|5509990|2835|351|-888888888|-888888888|2800|358|98.8|1.1|10|8|0.4|0.2|25|29|0.9|1.1|0|15|-888888888|0.7|0|15|-888888888|0.7
Mukwonago School District, WI|5510060|5275|433|-888888888|-888888888|5015|433|95.1|1.9|145|82|2.7|1.6|55|34|1|0.6|60|44|1.1|0.8|0|20|-888888888|0.4
Muskego-Norway School District, WI|5510170|5270|455|-888888888|-888888888|5145|469|97.6|1.2|45|44|0.9|0.8|45|40|0.9|0.8|35|31|0.7|0.6|0|17|-888888888|0.4
Necedah Area School District, WI|5510230|660|100|-888888888|-888888888|620|94|93.9|8.1|0|9|-888888888|3|40|56|6.1|8.1|0|9|-888888888|3|0|9|-888888888|3
Neenah School District, WI|5510320|8745|459|-888888888|-888888888|8300|489|94.9|2.2|190|108|2.2|1.2|200|140|2.3|1.6|55|44|0.6|0.5|0|20|-888888888|0.2
Neillsville School District, WI|5510350|1100|152|-888888888|-888888888|1070|149|97.3|1.8|0|13|-888888888|1.8|30|19|2.7|1.8|0|13|-888888888|1.8|0|13|-888888888|1.8
Nekoosa School District, WI|5510380|1105|223|-888888888|-888888888|1005|210|91|7.4|90|86|8.1|7.2|4|6|0.4|0.5|10|14|0.9|1.3|0|13|-888888888|1.8
New Auburn School District, WI|5510440|360|72|-888888888|-888888888|355|72|98.6|2.1|0|9|-888888888|5.4|0|9|-888888888|5.4|4|5|1.1|1.5|0|9|-888888888|5.4
New Berlin School District, WI|5510470|5100|581|-888888888|-888888888|4705|598|92.3|4|170|142|3.3|2.8|155|110|3|2.2|75|64|1.5|1.2|0|20|-888888888|0.4
New Glarus School District, WI|5510500|1025|152|-888888888|-888888888|1005|154|98|1.5|15|11|1.5|1.4|4|8|0.4|0.9|4|6|0.4|0.6|0|9|-888888888|1.9
New Holstein School District, WI|5510530|1425|163|-888888888|-888888888|1325|136|93|5.7|35|21|2.5|1.5|60|81|4.2|5.4|0|13|-888888888|1.4|0|13|-888888888|1.4
New Lisbon School District, WI|5510560|570|109|-888888888|-888888888|570|109|100|3.4|0|13|-888888888|3.4|0|13|-888888888|3.4|0|13|-888888888|3.4|0|13|-888888888|3.4
New London School District, WI|5510590|3350|517|-888888888|-888888888|3010|496|89.9|6|295|189|8.8|5.5|10|10|0.3|0.4|35|39|1|1.2|0|15|-888888888|0.6
New Richmond School District, WI|5510620|3655|308|-888888888|-888888888|3615|312|98.9|1.3|20|33|0.5|0.9|15|21|0.4|0.6|4|10|0.1|0.3|0|15|-888888888|0.5
Niagara School District, WI|5510680|470|74|-888888888|-888888888|470|74|100|4.2|0|9|-888888888|4.2|0|9|-888888888|4.2|0|9|-888888888|4.2|0|9|-888888888|4.2
Nicolet Union High School District, WI|5505490|4490|424|-888888888|-888888888|3945|392|87.9|4.8|165|137|3.7|2.9|120|80|2.7|1.8|245|174|5.5|3.9|10|18|0.2|0.4
North Cape School District, WI|5512510|275|89|-888888888|-888888888|260|86|94.5|8.1|0|9|-888888888|7|0|9|-888888888|7|15|23|5.5|8.1|0|9|-888888888|7
North Crawford School District, WI|5504980|540|89|-888888888|-888888888|485|79|89.8|8.9|0|9|-888888888|3.6|55|49|10.2|8.7|4|3|0.7|1.4|0|9|-888888888|3.6
North Fond du Lac School District, WI|5510740|1530|335|-888888888|-888888888|1440|305|94.1|5.3|65|79|4.2|4.8|0|13|-888888888|1.3|20|29|1.3|1.9|0|13|-888888888|1.3
North Lake School District, WI|5509300|650|256|-888888888|-888888888|640|256|98.5|1.7|0|9|-888888888|3|10|10|1.5|1.7|0|9|-888888888|3|0|9|-888888888|3
North Lakeland School District, WI|5501530|215|94|-888888888|-888888888|205|93|95.3|5.3|4|7|1.9|3.9|4|8|1.9|3.8|0|9|-888888888|8.9|0|9|-888888888|8.9
Northern Ozaukee School District, WI|5504890|815|133|-888888888|-888888888|780|126|95.7|4.9|30|41|3.7|5|0|13|-888888888|2.4|4|3|0.5|0.9|0|13|-888888888|2.4
Northland Pines School District, WI|5503860|1290|163|-888888888|-888888888|1245|152|96.5|3.4|40|44|3.1|3.4|4|9|0.3|0.8|0|15|-888888888|1.5|0|15|-888888888|1.5
Northwood School District, WI|5509720|395|84|-888888888|-888888888|390|84|98.7|1.7|4|5|1|1.2|0|9|-888888888|4.9|0|9|-888888888|4.9|0|9|-888888888|4.9
Norwalk-Ontario-Wilton School District, WI|5510770|1115|192|-888888888|-888888888|695|155|62.3|10|205|75|18.4|6.9|215|114|19.3|8.6|0|9|-888888888|1.8|0|9|-888888888|1.8
Norway Joint No. 7 School District, WI|5510800|220|134|-888888888|-888888888|220|134|100|8.7|0|9|-888888888|8.7|0|9|-888888888|8.7|0|9|-888888888|8.7|0|9|-888888888|8.7
Oak Creek-Franklin School District, WI|5510830|6920|569|-888888888|-888888888|6095|530|88.1|3.1|415|184|6|2.6|265|130|3.8|1.8|65|84|0.9|1.2|75|75|1.1|1.1
Oakfield School District, WI|5510860|570|97|-888888888|-888888888|550|96|96.5|3.7|0|9|-888888888|3.4|15|15|2.6|3.1|4|6|0.7|1|0|9|-888888888|3.4
Oconomowoc Area School District, WI|5510890|6305|553|-888888888|-888888888|6025|561|95.6|2.8|65|60|1|1|210|166|3.3|2.6|4|7|0.1|0.1|0|20|-888888888|0.3
Oconto Falls School District, WI|5510950|2045|210|-888888888|-888888888|1955|209|95.6|3.9|85|76|4.2|3.6|10|11|0.5|0.5|0|15|-888888888|1|0|15|-888888888|1
Oconto School District, WI|5510920|1070|189|-888888888|-888888888|1020|192|95.3|3|0|13|-888888888|1.8|4|5|0.4|0.5|50|33|4.7|3.3|0|13|-888888888|1.8
